"Name","outer_fold_accuracy","State","Runtime","data_name","fold","k_inner_folds","model","search_type","C","max_iter","random_state","solver","colsample_bytree","eta","eval_metric","gamma","max_depth","min_child_weight","n_estimators","num_class","objective","reg_alpha","reg_lambda","subsample","accuracy_group_113922","accuracy_group_191033","accuracy_group_353740","accuracy_group_667056","accuracy_group_707749","accuracy_group_814649","accuracy_group_891667","accuracy_group_898176","f1_class_0.0","f1_class_1.0","f1_class_2.0","f1_class_3.0","f1_class_4.0","f1_class_5.0","f1_class_6.0","f1_class_macro avg","f1_class_weighted avg","precision_class_0.0","precision_class_1.0","precision_class_2.0","precision_class_3.0","precision_class_4.0","precision_class_5.0","precision_class_6.0","precision_class_macro avg","precision_class_weighted avg","recall_class_0.0","recall_class_1.0","recall_class_2.0","recall_class_3.0","recall_class_4.0","recall_class_5.0","recall_class_6.0","recall_class_macro avg","recall_class_weighted avg","accuracy_group_105923","accuracy_group_106521","accuracy_group_108323","accuracy_group_109123","accuracy_group_116726","accuracy_group_133019","accuracy_group_140117","accuracy_group_156334","accuracy_group_162026","accuracy_group_162935","accuracy_group_164636","accuracy_group_169040","accuracy_group_175237","accuracy_group_177746","accuracy_group_185442","accuracy_group_191437","accuracy_group_192641","accuracy_group_198653","accuracy_group_204521","accuracy_group_205119","accuracy_group_212318","accuracy_group_212823","accuracy_group_255639","accuracy_group_257845","accuracy_group_283543","accuracy_group_293748","accuracy_group_358144","accuracy_group_406836","accuracy_group_568963","accuracy_group_581450","accuracy_group_599671","accuracy_group_601127","accuracy_group_660951","accuracy_group_662551","accuracy_group_679770","accuracy_group_680957","accuracy_group_706040","accuracy_group_725751","accuracy_group_735148","accuracy_group_783462"
"XGBoost_Fold_6_HCP_diff_dataset","0.3839815824548649","finished","26886","HCP_diff_dataset","6","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.4112868747327918","0.43390920048212134","0.2668416447944007","0.49420529801324503","0.404104183109708","0.23444976076555024","0.41581632653061223","0.38008761263263274","0.378974545978552","0.3981788079470199","0.42419481539670073","0.2839851024208566","0.47268408551068886","0.38758516275548827","0.2734375","0.4014778325123153","0.37736332950615287","0.37650028614197784","0.42528735632183906","0.4440789473684211","0.25165016501650167","0.5177797051170858","0.4220939818631492","0.2051926298157454","0.4312169312169312","0.38532853095995334","0.3839815824548649","","","","","","","","","0.39261418853255586","","","0.35054617676266137","0.2932330827067669","","","","","","","","0.3414405986903648","","","","","","","0.4243295019157088","0.4625506072874494","","","","0.4330708661417323","","","","","","0.3812741312741313",""
"XGBoost_Fold_5_HCP_diff_dataset","0.37339159990288906","finished","26936","HCP_diff_dataset","5","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.413882863340564","0.38725099601593627","0.26405451448040884","0.499108734402852","0.3704274162495187","0.23707093821510297","0.439877568867512","0.37309614736741353","0.3715110573886172","0.4087403598971722","0.3790951638065523","0.26956521739130435","0.5026929982046678","0.3539367181751288","0.25771144278606967","0.43324720068906114","0.372141300135708","0.3704500020257028","0.4191564147627416","0.3957654723127036","0.2587646076794658","0.4955752212389381","0.388529886914378","0.2194915254237288","0.4467140319715808","0.37485673718621954","0.37339159990288906","","","0.41885325558794945","","","","","","","","","","","","0.3498062015503876","","","0.3988657844990548","","","","0.3929273084479371","0.35887850467289717","","","","0.34472934472934474","","","","","0.3618290258449304","","","","","","","","0.3611111111111111"
"XGBoost_Fold_4_HCP_diff_dataset","0.37247505475784864","finished","26999","HCP_diff_dataset","4","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.453839516824849","0.3481363996827914","0.23468910705937351","0.5253755582622818","0.35096680043779643","0.26189354686764016","0.41220657276995304","0.3695867859863836","0.3651157448840126","0.44313395113732096","0.3387345679012346","0.2776548672566372","0.4698620188816267","0.31437908496732025","0.3116591928251121","0.4253875968992248","0.3686873256954966","0.36518473013009295","0.4650751547303271","0.35807504078303426","0.20323886639676111","0.5957642725598526","0.39719240297274977","0.2258326563769293","0.3998178506375228","0.3778566063510253","0.37247505475784864","0.30179754020813626","0.3694141012909633","","","","","","0.4697674418604651","","0.3426911907066796","","","","0.3786407766990291","","","","","","0.33715377268385865","","","","","","","","","","","","","","","","0.40962671905697445","0.36908517350157727","","",""
"XGBoost_Fold_3_HCP_diff_dataset","0.37745216759505934","finished","26000","HCP_diff_dataset","3","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.4523090202848511","0.37179992122883027","0.2569593147751606","0.5125628140703518","0.3888","0.2717741935483871","0.40538033395176254","0.37994079969419187","0.3777542400146662","0.44144903117101936","0.36504253673627224","0.2695417789757412","0.5358166189111748","0.3761609907120743","0.26328125","0.41778202676864246","0.38129631903927486","0.37891027672498706","0.46371681415929206","0.37881219903691815","0.24549918166939444","0.4912434325744308","0.402317880794702","0.2808333333333333","0.39369369369369367","0.3794452193231092","0.37745216759505934","","","","","0.40780487804878046","0.31268151016456924","","","","","0.379182156133829","","","","","","0.3679060665362035","","","","","","","","","0.32761904761904764","","","","","0.40180360721442887","","","","0.5033175355450237","","","0.3163163163163163","",""
"XGBoost_Fold_2_HCP_diff_dataset","0.3905303947687091","finished","26132","HCP_diff_dataset","2","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","","","","","","","","","0.41694117647058826","0.41279669762641896","0.2391102873030584","0.5575032064985036","0.39651910707529325","0.25539733578318785","0.43377941855099217","0.38743531847257745","0.3840581507294506","0.4511201629327902","0.356718192627824","0.27564102564102566","0.5216","0.3716312056737589","0.28868120456905505","0.45410628019323673","0.38849972451967","0.3851046783308209","0.38757655293088367","0.4897959183673469","0.2111292962356792","0.5987144168962351","0.4249797242497973","0.22899505766062603","0.41519434628975266","0.39376933037576","0.3905303947687091","","","","0.4219047619047619","","","0.3781344032096289","","","","","","","","","0.3033395176252319","","","0.40681362725450904","","","","","0.4738372093023256","0.3563777994157741","","","","","0.3899430740037951","","","","0.3972602739726027","","","","","",""
"XGBoost_Fold_1_HCP_diff_dataset","0.3720019579050416","finished","26131","HCP_diff_dataset","1","5","XGBoost","random","","","","","0.8","0.075","mlogloss","5","5","10","800","7","multi:softprob","0.1","50","0.5","0.38904899135446686","0.41182266009852214","0.344390243902439","0.35172413793103446","0.3337041156840934","0.33998100664767333","0.39833641404805914","0.40115163147792704","0.4015786877158362","0.39184268026219954","0.22788203753351208","0.5166402535657686","0.40985529917872504","0.2430988423864648","0.3898305084745763","0.36867547273101176","0.3657141326192761","0.4204545454545454","0.3579507651363939","0.2524752475247525","0.46504992867332384","0.39457831325301207","0.267909715407262","0.4150743099787686","0.3676418322040083","0.36433196552163954","0.3843248347497639","0.4328238133547868","0.20765472312703584","0.5811051693404634","0.4263628966639544","0.22249388753056237","0.3674812030075188","0.3746066468248694","0.3720019579050416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LogisticRegression_Fold_6_HCP_corr_dataset","0.3393917363383012","finished","520","HCP_corr_dataset","6","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.33247863247863246","0.41250930752047654","0.22245002562788313","0.39000409668168784","0.44413887933997936","0.16529830322933772","0.3129251700680272","0.3256863449922892","0.3256867300818588","0.3217535153019024","0.3768707482993197","0.2936400541271989","0.3695652173913043","0.3808962264150943","0.23854660347551343","0.3021346469622332","0.3262010017103666","0.3263844606614817","0.34394341290893016","0.4555921052631579","0.17904290429042904","0.41283607979184733","0.5325638911788954","0.12646566164154105","0.32451499118165783","0.33927986375092267","0.3393917363383012","","","","","","","","","0.4071914480077745","","","0.2929493545183714","0.2387218045112782","","","","","","","","0.284377923292797","","","","","","","0.37452107279693486","0.3532388663967611","","","","0.3690944881889764","","","","","","0.3996138996138996",""
"LogisticRegression_Fold_5_HCP_corr_dataset","0.29788783685360526","finished","516","HCP_corr_dataset","5","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.23995340710541643","0.34965034965034963","0.20762517225539737","0.327693677649154","0.39033942558746737","0.20518029456576944","0.2770605759682224","0.2853575575402538","0.28633036947890433","0.35578583765112265","0.2789907811741873","0.23084780388151177","0.32974910394265233","0.32749178532311063","0.25602027883396705","0.3141891891891892","0.29901068285653437","0.29837010261170754","0.18101933216168717","0.46824104234527686","0.18864774624373956","0.3256637168141593","0.4830371567043618","0.1711864406779661","0.2477797513321492","0.2950821694684772","0.29788783685360526","","","0.31875607385811466","","","","","","","","","","","","0.2751937984496124","","","0.3818525519848771","","","","0.3094302554027505","0.28598130841121494","","","","0.2526115859449193","","","","","0.294234592445328","","","","","","","","0.2623456790123457"
"LogisticRegression_Fold_4_HCP_corr_dataset","0.3023850085178876","finished","510","HCP_corr_dataset","4","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.3540183112919634","0.27001862197392923","0.2425080682342093","0.34835708054667053","0.3751274209989806","0.27882507672073653","0.15436241610738255","0.28903099941055316","0.2891523124255389","0.4167664670658683","0.31453362255965295","0.2815845824411135","0.2545686357841054","0.3187066974595843","0.3028571428571429","0.29336734693877553","0.31176921358660614","0.3117653801053079","0.3076923076923077","0.2365415986949429","0.2129554655870445","0.5515653775322283","0.4558216350123865","0.25832656376929325","0.104735883424408","0.30394840453037303","0.3023850085178876","0.2251655629139073","0.2413108242303873","","","","","","0.45488372093023255","","0.2265246853823814","","","","0.4087378640776699","","","","","","0.23782234957020057","","","","","","","","","","","","","","","","0.3143418467583497","0.305993690851735","","",""
"LogisticRegression_Fold_3_HCP_corr_dataset","0.34669411479777185","finished","512","HCP_corr_dataset","3","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.3966777408637874","0.3808639108221087","0.1791549295774648","0.43923865300146414","0.4405797101449275","0.24362060664419835","0.2349427575908412","0.33072547266354174","0.3304300828875884","0.3175531914893617","0.4520396912899669","0.2875226039783002","0.37735849056603776","0.3917525773195876","0.28848346636259975","0.2625139043381535","0.3396034179062868","0.3409034011710714","0.5283185840707965","0.3290529695024077","0.13011456628477905","0.5253940455341506","0.5033112582781457","0.21083333333333337","0.2126126126126126","0.34851962423088934","0.34669411479777185","","","","","0.3951219512195122","0.22749273959341723","","","","","0.34014869888475835","","","","","","0.30724070450097846","","","","","","","","","0.37523809523809526","","","","","0.3156312625250501","","","","0.5345971563981042","","","0.2702702702702703","",""
"LogisticRegression_Fold_2_HCP_corr_dataset","0.3393073383385808","finished","511","HCP_corr_dataset","2","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","","","","","","","","","0.2992783896695784","0.4238320920785376","0.15056312981624184","0.422680412371134","0.4462011418533158","0.23335109216835376","0.3078721745908028","0.3262540617925663","0.3254446792601668","0.2644295302013423","0.36205899363794103","0.2731182795698925","0.371946964410328","0.48659003831417624","0.33031674208144796","0.2754532775453278","0.33770197510863653","0.33874414560588956","0.3447069116360455","0.5110204081632653","0.1039279869067103","0.48943985307621674","0.4120032441200324","0.1803953871499176","0.3489399293286219","0.34149053148297287","0.3393073383385808","","","","0.3647619047619048","","","0.28084252758274825","","","","","","","","","0.25139146567717996","","","0.3637274549098196","","","","","0.48352713178294576","0.2862706913339825","","","","","0.32922201138519924","","","","0.35714285714285715","","","","","",""
"LogisticRegression_Fold_1_HCP_corr_dataset","0.3109397944199706","finished","521","HCP_corr_dataset","1","5","LogisticRegression","grid","0.01","2000","714","lbfgs","","","","","","","","","","","","","0.3611911623439001","0.42758620689655175","0.33463414634146343","0.33004926108374383","0.20244716351501668","0.2706552706552707","0.24399260628465805","0.30902111324376197","0.2372340425531915","0.3698529411764706","0.21912144702842376","0.3722157092614302","0.4671814671814672","0.1570964247020585","0.22233554309026007","0.29214822499904314","0.2938269179897085","0.27161997563946405","0.34055517941773866","0.29985855728429983","0.27729257641921395","0.44452608376193975","0.234248788368336","0.24303232998885171","0.30159049869712057","0.30379790023071834","0.210576015108593","0.4046661303298472","0.17263843648208468","0.5659536541889483","0.49227013832384053","0.11817440912795436","0.2048872180451128","0.3098808573723401","0.3109397944199706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
